name,latitude,longitude,stop_type,zone_name
thirumalagiri,17.47257,78.50997,bus,Secunderabad
thirumalagiri,17.47335,78.50995,bus,Secunderabad
thirumalagiri x road,17.4713,78.5099,bus,Secunderabad
thirumalagiri x road,17.47118,78.51016,bus,Secunderabad
thukku guda,17.20883,78.47678,bus,Old City
thukku guda,17.2091,78.47672,bus,Old City
tilak nagar,17.39416,78.50756,bus,Old City
tilak nagar,17.39421,78.5083,bus,Old City
tkr kaman,17.33734,78.53571,bus,LB Nagar
tolichowki,17.39893,78.41554,bus,Jubilee Hills
tolichowki,17.39863,78.41693,bus,Jubilee Hills
toopran,17.8467,78.4767,bus,Kukatpally
toopran,17.84635,78.47765,bus,Kukatpally
tourist hotel,17.38989,78.49507,bus,Old City
tourist hotel,17.39093,78.49645,bus,Old City
trs bhavan,17.41409,78.42501,bus,Jubilee Hills
tukaram gate,17.44112,78.52239,bus,Secunderabad
tukaram gate,17.44142,78.52224,bus,Secunderabad
turkayamjal x road,17.27327,78.5888,bus,LB Nagar
turkayamjal x road,17.27232,78.58926,bus,LB Nagar
tv tower,17.36949,78.51625,bus,LB Nagar
tv9/masjeed,17.42722,78.43943,bus,Ameerpet
tv9/masjeed,17.42646,78.43832,bus,Ameerpet
udyog nagar,17.31251,78.52315,bus,LB Nagar
udyog nagar,17.31269,78.52297,bus,LB Nagar
umarkhan guda,17.27149,78.66976,bus,LB Nagar
umarkhan guda,17.27138,78.66974,bus,LB Nagar
uppal bus stop,17.40165,78.56838,bus,Uppal
uppal bus stop,17.40138,78.57125,bus,Uppal
uppal depot,17.40457,78.58954,bus,Uppal
uppal depot,17.40576,78.58937,bus,Uppal
uppal gandhi statue,17.40162,78.56558,bus,Uppal
uppal gandhi statue,17.40135,78.56536,bus,Uppal
uppal x road,17.40159,78.55916,bus,Uppal
uppal x road,17.40117,78.55783,bus,Uppal
uppal x road,17.40277,78.55875,bus,Uppal
uppal x road,17.40227,78.55901,bus,Uppal
uppal x road,17.40095,78.56045,bus,Uppal
upparguda x road,17.20477,78.62003,bus,LB Nagar
upparguda x road,17.29472,78.64827,bus,LB Nagar
upparguda x road,17.29459,78.64845,bus,LB Nagar
upparpally x road,17.35643,78.42247,bus,Old City
upparpally x road,17.3551,78.42185,bus,Old City
uppuguda,17.34003,78.47998,bus,Old City
uppuguda,17.33986,78.47963,bus,Old City
usha kiran,17.42979,78.41068,bus,Jubilee Hills
usha kiran,17.43014,78.41156,bus,Jubilee Hills
usha mullapudi,17.52215,78.42959,bus,Kukatpally
usha mullapudi,17.52233,78.42982,bus,Kukatpally
v n r college,17.54198,78.38695,bus,Miyapur
v v apartments,17.49603,78.41297,bus,Kukatpally
vadapally,17.49365,78.41062,bus,Kukatpally
vaidehi nagar,17.32125,78.56956,bus,LB Nagar
vaidehi nagar,17.32103,78.56938,bus,LB Nagar
valantari,17.32289,78.37948,bus,Old City
valantari,17.32292,78.38063,bus,Old City
vanasthalipuram,17.33527,78.56958,bus,LB Nagar
vanasthalipuram,17.32909,78.56808,bus,LB Nagar
vanasthalipuram complex,17.33069,78.57276,bus,LB Nagar
vanasthalipuram complex,17.33086,78.57291,bus,LB Nagar
vayupuri,17.48357,78.54465,bus,Secunderabad
vayupuri,17.48334,78.54471,bus,Secunderabad
vbit,17.43415,78.38446,bus,HITEC City
vbit,17.43335,78.38527,bus,HITEC City
vengalrao park road 1,17.42267,78.44934,bus,Banjara Hills
venkatagiri,17.43064,78.42103,bus,Jubilee Hills
venkatagiri,17.43086,78.42086,bus,Jubilee Hills
venkatapuram,17.49389,78.50552,bus,Secunderabad
venkatapuram,17.49381,78.50564,bus,Secunderabad
venkateswara colony,17.3574,78.53624,bus,LB Nagar
venkateswara colony,17.35745,78.53614,bus,LB Nagar
vidya nagar,17.4049,78.51213,bus,Secunderabad
vidya nagar,17.40344,78.51078,bus,Secunderabad
vidya nagar,17.40361,78.51051,bus,Secunderabad
vijay nagar colony,17.39515,78.45509,bus,Banjara Hills
vijay nagar colony,17.39534,78.45438,bus,Banjara Hills
vijaya hospital,17.48238,78.59471,bus,Uppal
vijaya hospital,17.48222,78.59477,bus,Uppal
vikrampuri,17.45507,78.49818,bus,Secunderabad
vikrampuri,17.45577,78.49862,bus,Secunderabad
villa meri college,17.42288,78.46171,bus,Banjara Hills
villa meri college,17.42245,78.46252,bus,Banjara Hills
vinayaka nagar,17.46904,78.53908,bus,Secunderabad
vinayaka nagar,17.46935,78.53896,bus,Secunderabad
vishnu theatre,17.33939,78.56613,bus,LB Nagar
vivekananda nagar,17.49067,78.40769,bus,Kukatpally
vivekananda nagar,17.49102,78.40776,bus,Kukatpally
vst,17.40406,78.50386,bus,Secunderabad
vst,17.40478,78.50243,bus,Secunderabad
vst,17.40458,78.50146,bus,Secunderabad
wadi e huda,17.28708,78.47232,bus,Old City
water filter,17.34049,78.45063,bus,Old City
water filter,17.34104,78.45035,bus,Old City
water tank,17.419,78.44786,bus,Banjara Hills
water tank,17.43021,78.44261,bus,Ameerpet
water tank,17.52716,78.52229,bus,Secunderabad
water tank,17.5272,78.5225,bus,Secunderabad
waverock,17.41995,78.34762,bus,Financial District
waverock,17.4202,78.34743,bus,Financial District
weaker section colony,17.33274,78.42644,bus,Old City
weaker section colony,17.33253,78.42695,bus,Old City
west venkatapuram,17.49931,78.49936,bus,Secunderabad
white house,17.43105,78.53524,bus,Uppal
white house,17.43047,78.53489,bus,Uppal
wipro circle,17.42547,78.34045,bus,Financial District
wipro circle,17.42606,78.34056,bus,Financial District
word&deed school,17.32117,78.61359,bus,LB Nagar
word&deed school,17.32083,78.61367,bus,LB Nagar
yadagiri theatre,17.34685,78.50808,bus,Old City
yadagiri theatre,17.34655,78.50837,bus,Old City
yapral,17.5047,78.54003,bus,Secunderabad
yapral,17.50466,78.54035,bus,Secunderabad
yashoda hospital,17.4265,78.45719,bus,Ameerpet
yashoda hospital,17.42423,78.45778,bus,Banjara Hills
ymca,17.39591,78.49085,bus,Old City
ymca,17.39509,78.49008,bus,Old City
ymca,17.44286,78.49887,bus,Secunderabad
ymca,17.44311,78.49896,bus,Secunderabad
yousufguda basti,17.43648,78.43389,bus,Ameerpet
yousufguda basti,17.43667,78.43215,bus,Ameerpet
yousufguda checkpost,17.43688,78.4282,bus,Ameerpet
yousufguda checkpost,17.43685,78.42793,bus,Ameerpet
zoo park,17.35058,78.45243,bus,Old City
zoo park,17.35078,78.45232,bus,Old City
zphs,17.51371,78.55333,bus,Secunderabad
zphs,17.51358,78.55281,bus,Secunderabad
ztc,17.45585,78.55622,bus,Uppal
zts,17.45545,78.55545,bus,Uppal
zts,17.45574,78.55524,bus,Uppal
baratnagar bus stop|bharat nagar,17.46953,78.55326,bus,Secunderabad
kukatpally,17.48457,78.41178,bus,Kukatpally
panjagutta bus stop|vengalrao park road 1,17.42266,78.44959,bus,Banjara Hills
sharada nagar,17.32819,78.58535,bus,LB Nagar
sudarshan / r.t.c x road|sudarshan theater,17.40723,78.49504,bus,Secunderabad
appa reddy guda x road,17.31022,78.22344,bus,Financial District
appa reddy guda x road,17.31026,78.22388,bus,Financial District
ayaan college,17.3144,78.25677,bus,Financial District
ayaan college,17.31787,78.26052,bus,Financial District
bairamalguda,17.34395,78.54105,bus,LB Nagar
balapur villege,17.31771,78.52748,bus,LB Nagar
balkampet road,17.43901,78.44817,bus,Ameerpet
balkampet temple,17.44713,78.44911,bus,Ameerpet
begumpet public school,17.44243,78.45904,bus,Begumpet
cherlapally jail,17.47315,78.58924,bus,Uppal
cherlapally jail,17.47209,78.58994,bus,Uppal
cherlapally water tank,17.47118,78.59696,bus,Uppal
cherlapally water tank,17.47144,78.59718,bus,Uppal
chevella,17.31359,78.13922,bus,Financial District
chevella,17.31385,78.13886,bus,Financial District
chinna cherlapally,17.47085,78.60806,bus,Uppal
chinna cherlapally,17.47075,78.60884,bus,Uppal
city college,17.36791,78.4679,bus,Old City
dharam karam road,17.43848,78.45284,bus,Ameerpet
ganesh chowk,17.31731,78.51796,bus,LB Nagar
gayatri nagar,17.33775,78.53205,bus,LB Nagar
himayat sagar x road,17.33888,78.31142,bus,Financial District
kanakamamidi x road,17.31316,78.24871,bus,Financial District
kanakamamidi x road,17.31328,78.24869,bus,Financial District
kandhawada x road,17.30715,78.18239,bus,Financial District
kandhawada x road,17.30718,78.18268,bus,Financial District
kesharam x road,17.30637,78.16076,bus,Financial District
kesharam x road,17.3065,78.1604,bus,Financial District
kethi reddy pally x road,17.31008,78.22871,bus,Financial District
kethi reddy pally x road,17.31045,78.22911,bus,Financial District
laldarwaja mode,17.35076,78.47264,bus,Old City
malkapur x road,17.31242,78.17237,bus,Financial District
malkapur x road,17.31267,78.17255,bus,Financial District
mandal office,17.33041,78.2781,bus,Financial District
mandal office,17.33004,78.2777,bus,Financial District
medchal,17.63029,78.4853,bus,Kukatpally
mgbs,17.37774,78.48277,bus,Old City
milestone,17.44371,78.67159,bus,Uppal
mudimyal x road,17.31958,78.20906,bus,Financial District
mudimyal x road,17.3198,78.2093,bus,Financial District
paryataka bhavan,17.4342,78.45571,bus,Ameerpet
patancheru,17.52891,78.26403,bus,Miyapur
play ground,17.33299,78.49965,bus,Old City
prashanth nagar,17.39731,78.51199,bus,Secunderabad
saidabad,17.35937,78.50471,bus,Old City
shapur,17.31839,78.24145,bus,Financial District
shapur,17.31861,78.24193,bus,Financial District
shilparamam,17.45171,78.38131,bus,HITEC City
shivaji chowk,17.3182,78.51836,bus,LB Nagar
sr naik nagar,17.53209,78.44453,bus,Kukatpally
surana,17.47109,78.60083,bus,Uppal
surana,17.47132,78.60116,bus,Uppal
tholkatta x road,17.3136,78.21661,bus,Financial District
tholkatta x road,17.3135,78.21694,bus,Financial District
trs bhavan,17.41839,78.42924,bus,Banjara Hills
vidya nagar,17.40467,78.51032,bus,Secunderabad
yenkepally,17.3377,78.31326,bus,Financial District
cyberabad bus stop|cyberabad police commissionerate,17.43195,78.37144,bus,HITEC City
aaykar bhavan,17.40118,78.47315,bus,Banjara Hills
abdullapurmet,17.31005,78.68633,bus,LB Nagar
abids,17.38859,78.47641,bus,Old City
abids grammar school,17.39288,78.47611,bus,Old City
abishek industries,17.2855,78.62361,bus,LB Nagar
ac guards,17.403,78.4599,bus,Banjara Hills
achaipally,17.70646,78.57538,bus,Kukatpally
adarsh nagar,17.4108,78.56437,bus,Uppal
adavi masjid,17.69849,78.66541,bus,Secunderabad
adibatla,17.23255,78.54242,bus,LB Nagar
adibatla x roads,17.23312,78.50427,bus,LB Nagar
adikmet,17.4083,78.51427,bus,Secunderabad
adraspally,17.61985,78.65992,bus,Uppal
afzalgunj,17.37279,78.476,bus,Old City
afzalgunj ps,17.37151,78.47388,bus,Old City
ag college,17.32274,78.41839,bus,Old City
ag college gate,17.31435,78.42455,bus,Old City
ag colony,17.44831,78.42919,bus,Ameerpet
ag office,17.40606,78.46723,bus,Banjara Hills
agarmiya guda x roads,17.13817,78.51517,bus,LB Nagar
agebr,17.3761,78.39235,bus,Jubilee Hills
akanpally,17.09592,78.38857,bus,Old City
akber x roads,17.46229,78.49095,bus,Secunderabad
akkiramguda,17.18143,78.28596,bus,Financial District
akulamailaram,17.06614,78.57066,bus,LB Nagar
al nagar,17.31733,78.6579,bus,LB Nagar
alexandria park,17.66547,78.60939,bus,Secunderabad
ali cafe,17.38209,78.51817,bus,LB Nagar
ali nagar,17.70826,78.70245,bus,Uppal
aliabad,17.34759,78.47064,bus,Old City
aliabad ramalayam,17.61662,78.59883,bus,Secunderabad
aliabad sc colony,17.62155,78.59977,bus,Secunderabad
aliabad village,17.62525,78.59171,bus,Secunderabad
aliabad x roads,17.61936,78.5713,bus,Secunderabad
alijapur,17.39244,78.39723,bus,Jubilee Hills
alind,17.47667,78.32462,bus,Miyapur
alkapur,17.38949,78.36799,bus,Financial District
alkapuri,17.36504,78.5571,bus,LB Nagar
all saints road,17.47041,78.50186,bus,Secunderabad
allauddin building,17.445,78.46556,bus,Begumpet
allwyn,17.45729,78.43644,bus,Ameerpet
allwyn colony hafeezpet,17.48967,78.35409,bus,Miyapur
allwyn factory,17.52542,78.27103,bus,Miyapur
allwyn x roads,17.49395,78.35124,bus,Miyapur
almasguda,17.30924,78.53145,bus,LB Nagar
almasguda kaman,17.31279,78.53285,bus,LB Nagar
alugadda baavi,17.43539,78.5144,bus,Secunderabad
alur,17.32876,78.06979,bus,Financial District
alur x roads,17.30918,78.05469,bus,Financial District
alwal,17.50169,78.51394,bus,Secunderabad
alwal police station,17.50318,78.51077,bus,Secunderabad
alwal satya,17.49925,78.51361,bus,Secunderabad
ambedkar nagar,17.50756,78.5828,bus,Uppal
ambedkar nagar alwal,17.51566,78.50135,bus,Secunderabad
ambedkar open university,17.43432,78.39647,bus,Jubilee Hills
amberpet,17.39051,78.5163,bus,Uppal
amberpet chey number,17.39117,78.51092,bus,Old City
amberpet gandhi statue,17.39246,78.5193,bus,Uppal
amberpet police academy,17.38664,78.51652,bus,Uppal
amberpet police station,17.39208,78.51623,bus,Uppal
amdapur,17.27718,78.29115,bus,Financial District
ameerpet,17.43196,78.4475,bus,Ameerpet
ameerpet village,17.14981,78.34359,bus,Old City
ammuguda,17.4969,78.53212,bus,Secunderabad
amrutha valley,17.4078,78.44558,bus,Banjara Hills
anajipur,17.27017,78.69374,bus,LB Nagar
anajpur x roads,17.28759,78.69365,bus,LB Nagar
anand bagh,17.45842,78.53686,bus,Secunderabad
anand theatre,17.44344,78.48267,bus,Secunderabad
anantharam,17.69914,78.3932,bus,Miyapur
anantharam bhongir,17.52293,78.92419,bus,Uppal
anantharam kotyal,17.68209,78.66511,bus,Secunderabad
andhra bank cherlapally,17.46341,78.59915,bus,Uppal
andhra kesari nagar,17.3277,78.57506,bus,LB Nagar
andhra pradesh sport school,17.55892,78.54351,bus,Secunderabad
angadipet,17.51513,78.48011,bus,Kukatpally
anjaiah nagar,17.44724,78.36353,bus,HITEC City
anjali gardens,17.40192,78.37335,bus,Jubilee Hills
ankireddypally,17.56287,78.68417,bus,Uppal
ankireddypally x roads,17.54777,78.68554,bus,Uppal
ankushapur x roads,17.45932,78.72455,bus,Uppal
annapurna hotel,17.38924,78.47311,bus,Old City
annapurna nagar,17.41025,78.55995,bus,Uppal
annapurna studio,17.42485,78.42148,bus,Jubilee Hills
annaram,17.63228,78.38303,bus,Miyapur
annojiguda,17.43336,78.65476,bus,Uppal
annojiguda x roads,17.05268,78.52126,bus,LB Nagar
ansari road,17.34134,78.45451,bus,Old City
aoc circle,17.45901,78.51497,bus,Secunderabad
aoc gate,17.45715,78.50901,bus,Secunderabad
apollo hospital,17.41854,78.41293,bus,Jubilee Hills
appa,17.34951,78.36014,bus,Financial District
appa reddy guda,17.31016,78.2236,bus,Financial District
apparel park,17.56393,78.4665,bus,Kukatpally
appojiguda,17.3475,78.29984,bus,Financial District
appojiguda x roads,17.34369,78.30199,bus,Financial District
apswr school,17.39555,78.36271,bus,Financial District
apurupa colony,17.5306,78.44931,bus,Kukatpally
aramghar x roads,17.32171,78.43183,bus,Old City
aravind bharathi academy,17.4847,78.49719,bus,Secunderabad
arch,17.30873,78.5062,bus,Old City
arikalguda,17.5915,78.52384,bus,Kukatpally
arshmahal,17.35681,78.44007,bus,Old City
arts college,17.4138,78.5215,bus,Secunderabad
arundati colony,17.34197,78.48701,bus,Old City
arunodaya colony,17.3736,78.56271,bus,LB Nagar
aryabhatta college,17.15035,78.4795,bus,Old City
as rao nagar,17.4796,78.55759,bus,Secunderabad
asbestos colony,17.4963,78.4285,bus,Kukatpally
asbestos colony x roads,17.49381,78.42505,bus,Kukatpally
asbestos kaman,17.49489,78.43198,bus,Kukatpally
ashish garden,17.45735,78.47831,bus,Begumpet
ashok nagar,17.50436,78.30871,bus,Miyapur
ashok nagar domalguda,17.40507,78.48944,bus,Secunderabad
ashok nagar mallapur,17.44917,78.5798,bus,Uppal
ashok nagar park,17.40677,78.48976,bus,Secunderabad
ashramam,17.37605,78.35419,bus,Financial District
asif nagar,17.38982,78.45214,bus,Banjara Hills
asif nagar compound,17.38736,78.44966,bus,Banjara Hills
athwelly,17.6466,78.48659,bus,Kukatpally
attapur,17.37048,78.42923,bus,Old City
aushapur,17.46151,78.73558,bus,Uppal
auto nagar,17.33028,78.59366,bus,LB Nagar
awho colony,17.46571,78.49309,bus,Secunderabad
ayan college,17.31401,78.25549,bus,Financial District
ayappa colony,17.49808,78.5942,bus,Uppal
ayodhya,17.58929,78.47337,bus,Kukatpally
ayyappa colony,17.49473,78.59656,bus,Uppal
ayyappa nagar,17.46182,78.65014,bus,Uppal
aziz nagar,17.33618,78.32771,bus,Financial District
aziz nagar x roads,17.3441,78.32486,bus,Financial District
baba nagar,17.33042,78.48652,bus,Old City
babaguda,17.59261,78.58975,bus,Secunderabad
"babu jagjeevan ram bhavan, kothapet",17.36542,78.54243,bus,LB Nagar
"babu jagjeevan ram college, lakdi-ka-pul",17.40472,78.46108,bus,Banjara Hills
babu jagjeevan ram nagar,17.50957,78.57164,bus,Secunderabad
babul reddy nagar,17.31877,78.43633,bus,Old City
bacharam,17.39295,78.69015,bus,Uppal
bacharam x roads,17.37253,78.68702,bus,Uppal
bachupally,17.54314,78.37119,bus,Miyapur
bada bazar,17.38171,78.4079,bus,Jubilee Hills
badangpet,17.3051,78.52532,bus,LB Nagar
badesha guda,17.50023,78.70485,bus,Uppal
badichowdi,17.38867,78.48762,bus,Old City
bagh lingampally,17.40091,78.49918,bus,Secunderabad
bahadur village,17.20734,78.39844,bus,Old City
bahadurguda x roads,17.20356,78.39861,bus,Old City
bahadurpally,17.5662,78.42687,bus,Kukatpally
bahadurpura police station,17.35895,78.45509,bus,Old City
bahadurpura x roads,17.35614,78.45455,bus,Old City
bahdurpally x roads,17.56018,78.43097,bus,Kukatpally
bairagiguda,17.36903,78.38762,bus,Jubilee Hills
bairamalguda,17.34312,78.54098,bus,LB Nagar
bairkanpally,17.03309,78.35248,bus,Old City
bakaram,17.29025,78.31209,bus,Financial District
balaji nagar,17.51253,78.5598,bus,Secunderabad
balaji rice mill,17.51442,78.51311,bus,Secunderabad
balaji temple,17.35729,78.29984,bus,Financial District
balanagar,17.46698,78.44601,bus,Ameerpet
balapur,17.31356,78.50568,bus,Old City
balapur x roads,17.31923,78.51933,bus,LB Nagar
balijaguda,17.33634,78.68284,bus,LB Nagar
balkampet temple,17.44717,78.44918,bus,Ameerpet
banda narsam pally,17.71043,78.66644,bus,Secunderabad
bandakadpally,17.59114,78.69794,bus,Uppal
bandamadharam,17.65212,78.43758,bus,Kukatpally
bandamylaram,17.70188,78.50937,bus,Kukatpally
bandaravirala,17.38657,78.7158,bus,Uppal
bandlaguda barkas,17.31673,78.46643,bus,Old City
bandlaguda kundanpally,17.50322,78.62458,bus,Uppal
bandlaguda nagole,17.37155,78.56973,bus,LB Nagar
bandlaguda village,17.35133,78.38994,bus,Jubilee Hills
bandlaguda x roads,17.3594,78.38777,bus,Jubilee Hills
banjara darwaza,17.39146,78.40014,bus,Jubilee Hills
banjara tanda,17.10351,78.42878,bus,Old City
bank colony,17.49686,78.4677,bus,Kukatpally
bank street,17.38543,78.48159,bus,Old City
bapu ghat,17.37304,78.41172,bus,Jubilee Hills
bapu nagar,17.3744,78.41809,bus,Banjara Hills
bapuji nagar,17.46773,78.48176,bus,Secunderabad
bapuji nagar colony,17.50191,78.5392,bus,Secunderabad
barkas,17.31444,78.47845,bus,Old City
barkatpura,17.39452,78.49871,bus,Old City
basheerbagh,17.40106,78.47551,bus,Banjara Hills
baswapur,17.67903,78.53225,bus,Kukatpally
bata,17.43555,78.49365,bus,Secunderabad
batan guda,17.53205,78.51834,bus,Secunderabad
batasingaram,17.30531,78.72949,bus,LB Nagar
bazarghat,17.39425,78.4625,bus,Banjara Hills
bdl,17.33229,78.51008,bus,Old City
bdl township,17.47001,78.16177,bus,Financial District
beemnagar,17.36879,78.45663,bus,Old City
beeramguda village,17.51782,78.29961,bus,Miyapur
begarkancha,17.0503,78.56134,bus,LB Nagar
begum bazar,17.37124,78.47011,bus,Old City
begumpet arutla,17.624,78.22462,bus,Miyapur
begumpet railway station,17.43877,78.45723,bus,Ameerpet
begumpet village,17.1079,78.55345,bus,LB Nagar
bel,17.43795,78.57975,bus,Uppal
bel x roads,17.43922,78.57323,bus,Uppal
bhagyalatha colony,17.33276,78.58928,bus,LB Nagar
bhanoor,17.4903,78.17902,bus,Financial District
bharat nagar,17.467,78.42892,bus,Kukatpally
bharat nagar kowkoor,17.53009,78.53954,bus,Secunderabad
bharat nagar moula ali,17.46949,78.55323,bus,Secunderabad
bharath public school,17.48099,78.54446,bus,Secunderabad
bhatia bakery,17.49956,78.51151,bus,Secunderabad
bhavanandapuram,17.72772,78.71747,bus,Uppal
bhavani colony,17.32719,78.42022,bus,Old City
bhavani nagar nacharam,17.43842,78.57023,bus,Uppal
bhel,17.49873,78.29183,bus,Miyapur
bhel church,17.49941,78.30835,bus,Miyapur
bhel colony,17.46467,78.48332,bus,Secunderabad
bhel hospital,17.49931,78.30403,bus,Miyapur
bhel park,17.49538,78.30883,bus,Miyapur
bhel quarters,17.50619,78.49182,bus,Secunderabad
bhel r and d,17.46393,78.45807,bus,Begumpet
bhel temple,17.49989,78.29901,bus,Miyapur
bhoiguda,17.42784,78.50201,bus,Secunderabad
bhoiguda kaman,17.38239,78.46179,bus,Old City
bholakpur,17.42176,78.49682,bus,Secunderabad
bhongir,17.51462,78.88433,bus,Uppal
bhudevi nagar,17.49235,78.50298,bus,Secunderabad
bhupesh guptha nagar,17.33751,78.53603,bus,LB Nagar
bibinagar,17.47645,78.79727,bus,Uppal
bible house,17.43085,78.49247,bus,Secunderabad
bijilipur,17.76344,78.44187,bus,Miyapur
biodiversity park,17.42796,78.37531,bus,HITEC City
bismillah colony,17.30742,78.48938,bus,Old City
bits pilani,17.5474,78.57233,bus,Secunderabad
bits pilani x roads,17.55413,78.56752,bus,Secunderabad
bjp quarters,17.32544,78.51974,bus,LB Nagar
bk guda park,17.447,78.44579,bus,Ameerpet
blood bank,17.39297,78.4895,bus,Old City
blue moon hotel,17.4306,78.45601,bus,Ameerpet
bn reddy colony,17.32071,78.56044,bus,LB Nagar
bn reddy nagar,17.45903,78.5948,bus,Uppal
boats club,17.42548,78.48634,bus,Secunderabad
boduppal x roads,17.40478,78.58705,bus,Uppal
bogaram,17.50598,78.68606,bus,Uppal
boinpally x roads,17.6428,78.73125,bus,Uppal
bokkal tanda,17.09165,78.42462,bus,Old City
bolarum bazar,17.51714,78.51665,bus,Secunderabad
bollaram,17.5313,78.51439,bus,Secunderabad
bommala ramaram,17.5646,78.73451,bus,Uppal
bommarasipet,17.595,78.60512,bus,Secunderabad
bongulur x roads,17.237,78.58718,bus,LB Nagar
bonthapally x roads,17.66221,78.37298,bus,Miyapur
borabanda,17.45414,78.41588,bus,Madhapur
botiguda,17.22902,78.26167,bus,Financial District
bowenpally,17.46388,78.47277,bus,Begumpet
bowrampet,17.56227,78.40095,bus,Miyapur
bowrampet x roads,17.56246,78.41311,bus,Kukatpally
boys town school,17.34417,78.46193,bus,Old City
bpl,17.54306,78.20596,bus,Miyapur
brahmanapally,17.2682,78.61731,bus,LB Nagar
bramarambhika colony,17.52234,78.29917,bus,Miyapur
brindhavan enclave,17.53709,78.51324,bus,Secunderabad
brundavan colony,17.40324,78.40939,bus,Jubilee Hills
budvel,17.30228,78.42022,bus,Old City
bulkapur,17.4409,78.15685,bus,Financial District
bupathi furniture,17.31533,78.43446,bus,Old City
burial ground,17.51703,78.15176,bus,Miyapur
bus bhavan,17.40586,78.49914,bus,Secunderabad
bushareddy guda,17.4464,78.50193,bus,Secunderabad
canara bank,17.41858,78.49122,bus,Secunderabad
canara nagar,17.40742,78.59524,bus,Uppal
cantonment hospital,17.52168,78.51748,bus,Secunderabad
capol,17.46452,78.74434,bus,Uppal
care hospital,17.41275,78.44991,bus,Banjara Hills
cavalry barracks,17.49332,78.51978,bus,Secunderabad
cbit,17.39385,78.31995,bus,Financial District
ccs,17.40369,78.50519,bus,Secunderabad
"central bus station, gowliguda",17.37779,78.48184,bus,Old City
central school,17.49913,78.1461,bus,Financial District
chaderghat,17.38103,78.49199,bus,Old City
chaitanyapuri,17.36846,78.53301,bus,LB Nagar
chakarimetla,17.75036,78.34179,bus,Miyapur
chakripuram,17.47917,78.58596,bus,Uppal
challa nursing home,17.43961,78.45097,bus,Ameerpet
chamgadda,17.13882,78.5428,bus,LB Nagar
champapet,17.34859,78.51535,bus,LB Nagar
champapet gandhi statue,17.3397,78.52377,bus,LB Nagar
champapet x roads,17.34236,78.51581,bus,LB Nagar
chanakyapuri,17.25001,78.53796,bus,LB Nagar
chanda nagar,17.49508,78.32271,bus,Miyapur
chanda nagar village,17.36665,78.25901,bus,Financial District
chanda nagar x roads,17.36079,78.27317,bus,Financial District
chandanvelli,17.22849,78.17073,bus,Financial District
chandi,17.79248,78.39106,bus,Miyapur
chandra nagar,17.51475,78.50697,bus,Secunderabad
chandragiri nagar,17.51566,78.42672,bus,Kukatpally
chandranaik thanda,17.4557,78.3838,bus,Madhapur
chandrayangutta,17.32671,78.4765,bus,Old City
chappal bazar,17.38665,78.49208,bus,Old City
charlapally,17.87723,78.37526,bus,Miyapur
charminar,17.35915,78.47412,bus,Old City
chashma,17.33331,78.46139,bus,Old City
chatrinaka,17.34355,78.47803,bus,Old City
check post,17.47608,78.47375,bus,Begumpet
chegicherla x roads,17.4114,78.60705,bus,Uppal
chegunta,17.97024,78.46195,bus,Miyapur
chennapur,17.51484,78.56853,bus,Secunderabad
cherial,17.51761,78.62692,bus,Uppal
cherial x roads,17.50676,78.62782,bus,Uppal
cherlapally,17.46323,78.61134,bus,Uppal
cherukampally,17.64611,78.31059,bus,Miyapur
chevella,17.31375,78.13927,bus,Financial District
chikatimamidi,17.59698,78.74897,bus,Uppal
chikkadpally,17.40273,78.49516,bus,Secunderabad
chilkalguda gandhi statue,17.4296,78.51341,bus,Secunderabad
"chilkalguda x roads, secunderabad",17.43306,78.50616,bus,Secunderabad
chilkur,17.34806,78.2887,bus,Financial District
chinna golkonda,17.20684,78.38891,bus,Old City
chinna gottimukla,17.7598,78.35411,bus,Miyapur
chinna kanjarla,17.60014,78.24447,bus,Miyapur
chinna mangalaram,17.35518,78.22751,bus,Financial District
chinna ravirala,17.38269,78.72487,bus,Uppal
chinna solipet,17.23787,78.23454,bus,Financial District
chinna tupra,17.15711,78.32608,bus,Old City
chintal,17.49533,78.45213,bus,Kukatpally
chintal basti,17.40838,78.46041,bus,Banjara Hills
chintal chervu,17.6532,78.23397,bus,Miyapur
chintalkunta,17.34078,78.56209,bus,LB Nagar
chintalkunta checkpost,17.34231,78.55704,bus,LB Nagar
chintalmet x roads,17.3495,78.41701,bus,Old City
chippalapally,17.04764,78.39706,bus,Old City
chota bazar,17.37931,78.41256,bus,Jubilee Hills
chowderguda,17.25017,78.33333,bus,Old City
church,17.40096,78.54311,bus,Uppal
cisf,17.54196,78.52881,bus,Secunderabad
cmr college,17.60463,78.4906,bus,Kukatpally
cp office,17.43225,78.3708,bus,HITEC City
cpi colony,17.50842,78.54843,bus,Secunderabad
cpri,17.41297,78.61485,bus,Uppal
cr foundation,17.47115,78.36501,bus,Kondapur
crpf,17.53402,78.56229,bus,Secunderabad
cyber gateway,17.44712,78.37792,bus,HITEC City
dabilpur,17.68062,78.48169,bus,Kukatpally
dabilpur x roads,17.67404,78.46989,bus,Kukatpally
dairy farm chintalmet,17.34533,78.41573,bus,Old City
damaragidda,17.32249,78.10567,bus,Financial District
damarkunta,17.70642,78.75069,bus,Uppal
damber factory,17.57828,78.49113,bus,Kukatpally
dammaiguda,17.50181,78.58902,bus,Uppal
danamma jopidi,17.33706,78.44957,bus,Old City
